project_id,project_name,ownership_path_records,distinct_parent_entities,distinct_immediate_owners,statuses_as_reported,valid_reported_capacity_path_records,missing_or_placeholder_capacity_path_records,distinct_reported_capacity_values
P7319,Musturad-Banha Oil Pipeline,3,3,1,construction,0,3,0
P7320,Beni Suef -Minya Oil Pipeline,3,3,1,operating,0,3,0
P7329,"Northern Geisum ""GNN-11"" Oil Pipeline",3,3,1,operating,3,0,1
P7330,Badr-Musturad Oil Pipeline,3,3,1,operating,0,3,0
P7331,Agroud-Ain Sokhna Oil Pipeline,3,3,1,construction,0,3,0
P7332,Suez-Musturad Oil Pipeline,3,3,1,operating,0,3,0
P7333,Asyut-Suhag LPG Pipeline,3,3,1,operating,0,3,0
P7338,Dekhela-Wadi AlQamar LPG Pipeline,3,3,1,operating,0,3,0
P7339,Abu Rudis-Wadi Feran LPG Pipeline,3,3,1,operating,0,3,0
P7341,Shouqir- Asyut Oil Pipeline,3,3,1,operating,0,3,0
P7363,Ras Gharb- Asyut LPG Pipeline,3,3,1,operating,0,3,0
P7364,Ras Bakr-Ras Gharb-Asyut LPG Pipeline,3,3,1,operating,0,3,0
P7365,Damietta Port-Tanta LPG Pipeline,3,3,1,operating,0,3,0
P0032,Trans Mountain Oil Pipeline,2,2,1,operating,2,0,1
P0033,Trans Mountain Oil Pipeline,2,2,1,operating,2,0,1
P0037,Auger Oil Pipeline,2,2,1,operating,2,0,1
P0058,Dakota Express Oil Pipeline,2,2,1,cancelled,2,0,1
P0089,Zydeco Oil Pipeline,2,2,1,operating,2,0,1
P0106,Delta Oil Pipeline,2,2,1,operating,2,0,1
P0130,South Texas Crude Oil Pipeline (Koch),2,2,1,operating,0,2,0
P0138,Westward Ho Oil Pipeline,2,2,1,cancelled,2,0,1
P0140,Wood River Oil Pipeline,2,2,1,retired,2,0,1
P0341,Knight Warrior Pipeline,2,2,1,cancelled,2,0,1
P0346,Cook Inlet Pipeline System,2,2,1,operating,2,0,1
P0347,Cimarron Express Pipeline,2,2,1,cancelled,2,0,1
P0406,Cantarell Field Oil Pipeline Network,2,2,1,operating,2,0,1
P0414,Ku-Maloob-Zaap Oil Pipeline Network,2,2,1,operating,2,0,1
P0421,Nuevo Teapa-Tula Oil Pipeline,2,2,1,operating,2,0,1
P0524,Haoudh El Hamra-Arzew Oil Pipeline,2,2,1,operating,2,0,1
P0525,Haoudh El Hamra-Skikda Oil Pipeline,2,2,1,operating,2,0,1
P0533,Niger Chad Oil Pipeline,2,2,2,proposed,2,0,1
P0539,Tazama Oil Pipeline,2,2,2,operating,2,0,1
P0547,Kirkuk-Ceyhan Oil Pipeline,2,2,1,operating,2,0,1
P0549,Trans-Israel Oil Pipeline,2,2,1,operating,2,0,1
P0553,Bab-Habshan–Fujairah Oil Pipeline,2,2,1,operating,2,0,1
P0555,Masila-Ash Shihr Oil Pipeline,2,2,1,operating,2,0,1
P0556,Shabwah-Bir Ali Pipeline,2,2,1,operating,2,0,1
P0557,Beni Mansour-Algiers Oil Pipeline,2,2,1,operating,2,0,1
P0558,El Borma-Mesdar Oil Pipeline,2,2,1,operating,2,0,1
P0559,Haoudh El Hamra-Bejaia Oil Pipeline,2,2,1,operating,2,0,1
P0560,Hassi Berkine-Haoudh el Hamra Oil Pipeline,2,2,1,operating,2,0,1
P0561,In Amenas-Haoudh el Hamra Oil Pipeline,2,2,1,operating,2,0,1
P0562,Mesdar-Haoudh el Hamra Oil Pipeline,2,2,1,operating,2,0,1
P0564,Essungo-Quinfuquena Oil Pipeline,2,2,1,operating,0,2,0
P0566,Lombo-Essungo Oil Pipeline,2,2,1,operating,0,2,0
P0574,Neka Jask Pipeline,2,2,1,cancelled,2,0,1
P0593,Hamada al Hamra-Zawiya Oil Pipeline,2,2,1,operating,2,0,1
P0596,Majid-Nafoora Oil Pipeline,2,2,1,operating,2,0,1
P0597,Messla-Amal Oil Pipeline,2,2,1,operating,2,0,1
P0598,Nafoora-Amal Oil Pipeline,2,2,1,operating,2,0,1
P0599,Nasser-Brega Oil Pipeline,2,2,1,operating,2,0,1
P0600,Raguba-Brega Feeder Oil Pipeline,2,2,1,operating,2,0,1
P0604,Sarir-Tobruk Oil Pipeline,2,2,1,operating,2,0,1
P0614,Brass Creek-Forcados Oil Pipeline,2,2,1,operating,2,0,1
P0621,Nkpoku-Bomu Oil Pipeline,2,2,1,operating,0,2,0
P0625,Rapele-Forcados Oil Pipeline,2,2,1,operating,0,2,0
P0626,Rumuekpe-Bonny Oil Pipeline,2,2,1,operating,0,2,0
P0627,Rumuekpe-Nkpoku Oil Pipeline,2,2,1,operating,0,2,0
P0629,Oman Main Line–Ras Markaz Oil Pipeline,2,2,1,proposed,2,0,1
P0630,Oman Main Oil Line,2,2,1,operating,2,0,1
P0631,South Oman Oil Line,2,2,1,operating,0,2,0
P0632,Bul Hanine-Halul Island Oil pipeline,2,2,1,operating,0,2,0
P0639,Bab-Habshan–Jebel Dhanna Oil Pipeline,2,2,1,operating,0,2,0
P0640,Umm Shaif-Das Island oil pipeline,2,2,1,operating,0,2,0
P0641,Upper Zakum-Das Island Oil Pipeline,2,2,1,operating,2,0,1
P0650,Trans-Caspian Oil Pipeline,2,2,2,proposed,2,0,1
P0669,Forties Oil Pipeline System,2,2,1,operating,2,0,1
P0799,Ceyhan-Kırıkkale Oil Pipeline,2,2,1,operating,2,0,1
P0840,Bay of Bengal-Chittagong Oil Pipeline,2,2,1,construction,0,2,0
P0841,Bay of Bengal-Chittagong Oil Pipeline 2,2,2,1,construction,0,2,0
P0885,Champion-Seria Oil Pipeline,2,2,1,operating,2,0,1
P0973,Lawe-Lawe Oil Pipeline,2,2,1,operating,2,0,1
P0987,Tempino to Plaju Crude Oil Pipeline (TPCOP),2,2,1,operating,2,0,1
P1094,Sapugaskanda Oil Pipeline,2,2,1,operating,2,0,1
P1223,Madero-Cadereyta Oil Pipeline,2,2,1,operating,2,0,1
P1224,Hydrocarbons Stationary Transport System,2,2,1,operating,2,0,1
P1228,Curaray-Andoas Oil Pipeline,2,2,1,cancelled,2,0,1
P1229,Trans-Panama Pipeline,2,2,1,operating,2,0,1
P1231,SOTE Oil Pipeline,2,2,1,operating,2,0,1
P1232,Crudos Pesados Oil Pipeline,2,2,1,operating,2,0,1
P1829,In Amenas-Algerian-Tunisian Border Oil Pipeline,2,2,1,operating,2,0,1
P1927,La Victoria-Las Monas Oil Pipeline,2,2,1,operating,2,0,1
P1928,ERB-II-Anaco Oil Pipeline,2,2,1,operating,2,0,1
P1929,PT Oficina-Anaco Oil Pipeline,2,2,1,operating,2,0,1
P1930,PT Oficina-Puerto la Cruz 3 Oil Pipeline,2,2,1,operating,2,0,1
P1931,Traviaso-ERB-II Oil Pipeline,2,2,1,operating,2,0,1
P1932,Punta de Palma-Puerto Miranda Oil Pipeline,2,2,1,operating,2,0,1
P1933,ERB-II-Puerto la Cruz Oil Pipeline,2,2,1,operating,2,0,1
P1934,Lagunillas-La Salina Oil Pipeline,2,2,1,operating,2,0,1
P1935,PT Silvestre-El Palito Oil Pipeline,2,2,1,operating,2,0,1
P1936,PT Oficina-Puerto la Cruz 2 Oil Pipeline,2,2,1,operating,2,0,1
P1937,Mata Larga-PT Silvestre Oil Pipeline,2,2,1,operating,2,0,1
P1938,CIJAA-PT Oficina Oil Pipeline,2,2,1,operating,2,0,1
P1939,Bachaquero-Puerto Miranda 2 Oil Pipeline,2,2,1,operating,2,0,1
P1940,Puerto Miranda-Cardón Oil Pipeline,2,2,1,operating,2,0,1
P1941,Bachaquero-Puerto Miranda Oil Pipeline,2,2,1,operating,2,0,1
P1942,EPM-I-PT Oficina Oil Pipeline,2,2,1,operating,2,0,1
P1943,PT Oficina-Puerto la Cruz Oil Pipeline,2,2,1,operating,2,0,1
P1944,Ule-Amuay Oil Pipeline,2,2,1,operating,2,0,1
P1945,Ule-Amuay 2 Oil Pipeline,2,2,1,operating,2,0,1
P1946,ERB-II-TAEJ Oil Pipeline,2,2,1,operating,2,0,1
P1947,Traviaso-TAEJ Oil Pipeline,2,2,1,operating,2,0,1
P1948,PT Oficina-José Palmichal oil pipeline,2,2,1,operating,2,0,1
P1949,Traviaso-Naricual Oil Pipeline,2,2,1,operating,2,0,1
P2029,New Sapugaskanda Oil Pipeline,2,2,1,proposed,2,0,1
P2038,Zydeco Oil Pipeline,2,2,1,shelved,2,0,1
P2101,Access Pipeline System,2,2,1,operating,0,2,0
P2102,Northern Courier Pipeline System,2,2,1,operating,2,0,1
P2221,Cheshme Shour-Eshtehard Oil Pipeline,2,2,1,operating,0,2,0
P2222,Cheshme Shour-Eyvanaki Oil Pipeline,2,2,1,operating,0,2,0
P2223,Dalan-Shiraz Oil Pipeline,2,2,1,operating,2,0,1
P2224,Goureh-Jask Crude Oil Pipeline,2,2,1,operating,2,0,1
P2226,New Bandar Abbas-Sirjan-Rafsanjan Pipeline,2,2,1,operating,2,0,1
P2228,Batman-Dortyol Crude Oil Pipeline,2,2,1,operating,2,0,1
P2230,Tehran-Tabriz Crude Oil Pipeline,2,2,1,operating,2,0,1
P2260,Fahud–Sohar NGL Pipeline,2,2,2,operating,0,2,0
P2468,Durban–Sasolburg Oil Pipeline,2,2,1,operating,2,0,1
P2481,Tazama Oil Pipeline,2,2,2,proposed,2,0,1
P2546,Zydeco Oil Pipeline,2,2,1,operating,2,0,1
P2587,Zydeco Oil Pipeline,2,2,1,operating,2,0,1
P2680,Falcon Ethane Pipeline,2,2,1,operating,2,0,1
P3155,Seahawk Oil Pipeline,2,2,2,cancelled,2,0,1
P3161,Seahawk Oil Pipeline,2,2,2,cancelled,2,0,1
P3165,Seahawk Oil Pipeline,2,2,2,operating,2,0,1
P3684,Access Pipeline System,2,2,1,operating,0,2,0
P3685,Rabi-Cap Lopez Oil Pipeline,2,2,1,operating,0,2,0
P3696,D33 Baltic Sea Oil Pipeline,2,2,1,construction,2,0,1
P3697,D33 Baltic Sea Oil Pipeline,2,2,1,construction,2,0,1
P3698,D33 Baltic Sea Oil Pipeline,2,2,1,construction,2,0,1
P3699,Access Pipeline System,2,2,1,operating,0,2,0
P3712,Vladimir Filanovsky Oil Pipeline,2,2,1,operating,0,2,0
P3713,Yuri Korchagin Field Oil Pipeline,2,2,1,operating,0,2,0
P3718,Erawin-Elsharara Oil Pipeline,2,2,1,construction,2,0,1
P3846,Tehran-Tabriz Crude Oil Pipeline,2,2,1,operating,0,2,0
P3847,Marun–Isfahan Oil Pipelines,2,2,1,operating,2,0,1
P3848,Cheshme Shour-Palangabad Oil Pipeline,2,2,1,operating,0,2,0
P5123,Kharyaga-Usa Oil Pipeline,2,2,1,operating,2,0,1
P5126,Kharyaga-Yuzhnoe Khilchuyu Oil Pipeline,2,2,1,operating,2,0,1
P5158,Serbia-Albania Oil Pipeline,2,2,1,shelved,0,2,0
P5185,Caliber Bear Den Interconnect Pipeline,2,2,1,operating,2,0,1
P5199,Alexander Pipeline System,2,2,1,operating,2,0,1
P5200,Spring Creek Pipeline System,2,2,1,operating,2,0,1
P5215,Wafa-Mellitah NGL Pipeline,2,2,1,operating,2,0,1
P5218,Nafoora–Ra's Lanuf Oil Pipeline,2,2,1,operating,0,2,0
P5219,Nafoora–Intisar Oil Pipeline,2,2,1,operating,0,2,0
P5220,Beda-Ra's Lanuf Oil Pipeline,2,2,1,operating,2,0,1
P5226,Dolyna-Drohobych Oil Pipeline,2,2,1,idle,2,0,1
P5227,Hnidyntsi–Glynsko-Rozbyshivska Oil Pipeline,2,2,1,idle,0,2,0
P5228,Mala Pavlivka-Kremenchuk Oil Pipeline,2,2,1,idle,0,2,0
P5229,Okhtyrka-Mala Pavlivka Oil Pipeline,2,2,1,idle,2,0,1
P5230,Hnidyntsi–Glynsko-Rozbyshivska Oil Pipeline,2,2,1,idle,0,2,0
P5231,Kremenchuk–Kherson Oil Pipeline,2,2,1,mothballed,0,2,0
P5234,Lysychansk–Kremenchuk Oil Pipeline,2,2,1,idle,0,2,0
P5235,Snigurivka–Odesa Oil Pipeline,2,2,1,idle,0,2,0
P5237,Nafoora–Zueitina Oil Pipeline,2,2,1,operating,0,2,0
P5238,Nafoora–Zueitina Oil Pipeline,2,2,1,proposed,0,2,0
P5287,Dehloran-Cheshmeh Khosh Oil Pipeline,2,2,1,operating,0,2,0
P5328,Genaveh-Kharg Oil Pipelines,2,2,1,operating,0,2,0
P5335,Khuzestan–Hoor Al Azim Oil Pipeline,2,2,1,proposed,0,2,0
P5336,Genaveh-Kharg Oil Pipelines,2,2,1,operating,2,0,1
P5337,Genaveh-Kharg Oil Pipelines,2,2,1,operating,0,2,0
P5338,Kharg–Azarpad Oil Pipelines,2,2,1,operating,0,2,0
P5339,Kharg–Azarpad Oil Pipelines,2,2,1,operating,0,2,0
P5340,Khesht–Genaveh Oil Pipeline,2,2,1,operating,0,2,0
P5342,OSLA Oil Pipeline,2,2,1,operating,2,0,1
P5343,Razan PS–Shazand PS Oil Pipeline,2,2,1,operating,0,2,0
P5344,Razan PS–Naftarak PS Oil Pipeline,2,2,1,operating,0,2,0
P5345,Shazand PS–Arak PS Oil Pipeline,2,2,1,operating,0,2,0
P5346,Shazand PS–Razan PS Oil Pipeline,2,2,1,operating,0,2,0
P5347,Arak PS–Razan PS Oil Pipeline,2,2,1,operating,0,2,0
P5348,Arak PS–Shahid Mahdavi PS Oil Pipeline,2,2,1,operating,0,2,0
P5349,Ahwaz–Ray Oil Pipeline,2,2,1,operating,2,0,1
P5350,Isfahan–Ray Oil Pipelines,2,2,1,operating,2,0,1
P5351,Neka–Ray Oil Pipelines,2,2,1,operating,2,0,1
P5352,Naftshahr–Kermanshah Oil Pipelines,2,2,1,operating,2,0,1
P5354,Bardaspi–Kermanshah Oil Pipeline,2,2,1,operating,2,0,1
P5357,Sabz-Ray Oil Pipelines,2,2,1,construction,2,0,1
P5358,Sabz-Ray Oil Pipelines,2,2,1,construction,2,0,1
P5359,Cheshmeh Khosh–Ahvaz Oil Pipelines,2,2,1,operating,2,0,1
P5360,Esfahan–Rafsanjan Oil Pipeline,2,2,1,operating,0,2,0
P5361,Bandar Abbas–Rafsanjan Oil Pipeline,2,2,1,operating,2,0,1
P5362,Ray–Ideloo Oil Pipeline,2,2,1,operating,0,2,0
P5363,Neka–Ray Oil Pipelines,2,2,1,operating,2,0,1
P5364,Neka–Ray Oil Pipelines,2,2,1,operating,2,0,1
P5365,Ray–Tabriz Oil Pipeline,2,2,1,operating,2,0,1
P5366,Gachsaran–Shiraz Oil Pipeline,2,2,1,operating,0,2,0
P5367,Golpa–Moghanak Oil Pipeline,2,2,1,operating,2,0,1
P5368,Marun–Isfahan Oil Pipelines,2,2,1,operating,2,0,1
P5369,Omidiyeh–Abadan Oil Pipeline,2,2,1,operating,0,2,0
P5370,West Karoon–Bahregan Oil Pipeline,2,2,1,construction,2,0,1
P5371,West Karoon–Omidiyeh Oil Pipeline,2,2,1,construction,2,0,1
P5372,West Karoon –Gureh Oil Pipeline,2,2,1,construction,2,0,1
P5373,Ahwaz–Abadan Oil Pipelines,2,2,1,operating,0,2,0
P5374,Ahwaz–Abadan Oil Pipelines,2,2,1,operating,0,2,0
P5375,Tang-e-Fani–Kermanshah Oil Pipeline,2,2,1,operating,2,0,1
P5376,Goreh–Genaveh Oil Pipelines,2,2,1,operating,0,2,0
P5377,Pole Zal–Tange Azane Oil Pipelines,2,2,1,operating,0,2,0
P5378,Pole Zal–Tange Azane Oil Pipelines,2,2,1,operating,0,2,0
P5379,Kharg–East Jetty T Oil Pipelines,2,2,1,operating,0,2,0
P5380,Kharg–East Jetty T Oil Pipelines,2,2,1,operating,0,2,0
P5381,Kharg–East Jetty T Oil Pipelines,2,2,1,operating,0,2,0
P5382,Kharg–East Jetty T Oil Pipelines,2,2,1,operating,0,2,0
P5438,Ashkelon-Haifa Oil Pipeline,2,2,1,operating,2,0,1
P5439,Ashkelon-Ashdod Oil Pipeline,2,2,1,operating,2,0,1
P5440,Haoudh El Hamra-Arzew Oil Pipeline,2,2,1,operating,2,0,1
P5441,Hassi Berkine-Haoudh el Hamra Oil Pipeline,2,2,1,operating,2,0,1
P5442,Algerian-Tunisian Border-Skhira Oil Pipeline,2,2,1,operating,2,0,1
P5443,ZPS-JPS Oil Pipeline,2,2,1,operating,2,0,1
P5444,COPEM-PT Oficina Oil Pipeline,2,2,1,operating,2,0,1
P5463,Matanzas-Cienfuegos Oil Pipeline,2,2,1,operating,2,0,1
P5465,José Ignacio-La Teja Oil Pipeline,2,2,1,operating,2,0,1
P5466,Madero-Cadereyta Pipeline,2,2,1,operating,2,0,1
P5467,Nuevo Teapa-Tula Oil Pipeline,2,2,1,operating,2,0,1
P5468,Nuevo Teapa-Minatitlán Oil Pipeline,2,2,1,operating,2,0,1
P5469,Nuevo Teapa-Minatitlán Oil Pipeline,2,2,1,operating,2,0,1
P5470,Nuevo Teapa-Salina Cruz Oil Pipeline,2,2,1,operating,2,0,1
P5471,Nuevo Teapa-Salina Cruz Oil Pipeline,2,2,1,operating,2,0,1
P5472,Nuevo Teapa-Madero Oil Pipeline,2,2,1,operating,2,0,1
P5473,Tula-Salamanca Oil Pipeline,2,2,1,operating,2,0,1
P5474,Nuevo Teapa-Poza Rica Oil Pipeline,2,2,1,operating,2,0,1
P5475,Poza Rica-Madero Oil Pipeline,2,2,1,operating,2,0,1
P5476,Poza Rica-Salamanca Oil Pipeline,2,2,1,operating,2,0,1
P5481,South Texas Crude Oil Pipeline (Koch),2,2,1,operating,2,0,1
P6043,Northern Azadegan-West Karun Station,2,2,1,operating,2,0,1
P6044,Azar-Dehloran Oil Pipeline,2,2,1,operating,2,0,1
P6046,Forouzan-Kharg Oil Pipeline,2,2,1,operating,2,0,1
P6047,Esfandiar Oil Pipeline,2,2,1,operating,0,2,0
P6048,Qeshm Oil Terminal Pipelines,2,2,1,construction,2,0,1
P6049,Qeshm Oil Terminal Pipelines,2,2,1,construction,2,0,1
P6051,Lavan Oil Pipeline,2,2,1,operating,2,0,1
P6052,Balal-Lavan Oil Pipeline,2,2,1,operating,2,0,1
P6053,Soroosh Oil Pipelines,2,2,1,operating,0,2,0
P6054,Soroosh Oil Pipelines,2,2,1,operating,0,2,0
P6055,Reshadat-Lavan Oil Pipelines,2,2,1,operating,2,0,1
P6056,Reshadat- Lavan Oil Pipelines,2,2,1,operating,2,0,1
P6057,Abouzar-Kharg Oil Pipeline,2,2,1,operating,2,0,1
P6058,Hengam-Bandar Abbas Oil Pipeline,2,2,1,operating,2,0,1
P6059,South Azadegan' CTEP- West Karoun PS Oil Pipeline,2,2,1,operating,2,0,1
P6061,Shadegan-Maroun 4 Oil Pipelines,2,2,1,operating,2,0,1
P6062,Shadegan-Maroun 4 Oil Pipelines,2,2,1,operating,2,0,1
P6063,Shadegan-Maroun 4 Oil Pipelines,2,2,1,operating,2,0,1
P6064,Shadegan-Maroun 4 Oil Pipelines,2,2,1,operating,2,0,1
P6065,Shadegan-Maroun 4 Oil Pipelines,2,2,1,operating,2,0,1
P6066,Maroun Complex No1-Omidiyeh Oil Pipeline,2,2,1,construction,0,2,0
P6067,Maroun Complex No 6-Maroun Complex No 1,2,2,1,construction,0,2,0
P6068,Baghein PS-Isfahan Oil Pipelines,2,2,1,operating,2,0,1
P6069,Baghein PS-Isfahan Oil Pipelines,2,2,1,operating,2,0,1
P6072,Ahwaz PS-Genaveh PS Oil Pipeline,2,2,1,operating,2,0,1
P6074,Goureh Station-Coast of Persian Gulf Oil Pipeline,2,2,1,operating,2,0,1
P6076,Salman-Lavan Oil Pipeline,2,2,1,operating,2,0,1
P6077,Mansouri-Ahvaz Booster Station Oil Pipeline,2,2,1,operating,2,0,1
P6084,Sumar-Naftshahr Oil  Pipeline,2,2,1,operating,2,0,1
P6093,Danan- Dehloran Oil Pipeline,2,2,1,operating,2,0,1
P6094,Dehloran- Cheshmeh Khos Oil Pipeline,2,2,1,operating,2,0,1
P6097,Cheshmeh Khosh–Ahvaz Oil Pipelines,2,2,1,operating,2,0,1
P6145,Ramshir-Omidiyeh Oil Pipeline,2,2,1,construction,0,2,0
P6146,Omidiyeh-Isfahan Oil Pipeline,2,2,1,operating,0,2,0
P6147,Ahvaz-Omidiyeh oil pipeline,2,2,1,operating,0,2,0
P6150,Yakutsky LNG Condensate Pipeline,2,2,1,proposed,2,0,1
P6176,Forties Oil Pipeline System,2,2,1,operating,0,2,0
P6177,Forties Oil Pipeline System,2,2,1,operating,0,2,0
P6254,Strategic Pipeline-Musaiab Power Station Oil Pipeline,2,2,1,operating,0,2,0
P6262,Vado Ligure-Trecate Oil Pipeline,2,2,1,operating,2,0,1
P6273,Korpeje-Balkanabad Oil Pipeline,2,2,1,operating,2,0,1
P6274,Goturdepe-Belek Oil Pipeline,2,2,1,operating,2,0,1
P6275,Belek-Turkmenbashi Oil Pipeline,2,2,1,operating,2,0,1
P6276,Vyshka-Belek Oil Pipeline,2,2,1,operating,2,0,1
P6277,Cheleken-Goturdepe Oil Pipeline,2,2,1,operating,2,0,1
P6301,Varadero-Matanzas Oil Pipeline,2,2,1,operating,0,2,0
P6314,Lihuayi Oil Pipeline,2,2,1,proposed,2,0,1
P6315,Shushufindi-Quito Pipeline,2,2,1,operating,2,0,1
P6316,Monteverde-Chorrillo LPG Pipeline,2,2,1,operating,2,0,1
P6317,Pascuales-Cuenca Pipeline,2,2,1,operating,2,0,1
P6330,Pascuales-Cuenca Pipeline,2,2,1,operating,2,0,1
P6385,Dukhan-Mesaieed NGL Pipelines,2,2,2,operating,0,2,0
P6386,Dukhan-Mesaieed NGL Pipelines,2,2,2,operating,0,2,0
P6409,Dukhan-Mesaieed NGL Pipelines,2,2,2,operating,0,2,0
P6433,Sirte-Ras Lanuf Terminal-Sidra Terminal Oil Pipeline,2,2,1,proposed,0,2,0
P6440,Sarir- Ras Lanuf Refinery Oil Pipeline,2,2,1,operating,0,2,0
P6441,Defa-Ra's Lanuf pipelines,2,2,1,operating,0,2,0
P6442,Messla- Ras Lanuf Refinery Oil Pipeline,2,2,1,operating,0,2,0
P6443,El Feel-Mellitah Oil Pipeline,2,2,1,operating,2,0,1
P6447,Shirvan-Baku Oil Pipeline,2,2,1,operating,0,2,0
P6448,Shirvan-Dashgil Oil Pipeline,2,2,1,operating,0,2,0
P6449,Dubendi-Boyukshor Oil Pipeline,2,2,1,operating,0,2,0
P6450,Dubendi-Keshla Oil Pipeline,2,2,1,operating,0,2,0
P6451,Dubendi-Surakhani-Boyukshor Oil Pipeline,2,2,1,operating,0,2,0
P6452,Dashgil-Sangachal-Keshla Oil Pipeline,2,2,1,operating,2,0,1
P6453,Buzovna-Sabunchu Oil Pipeline,2,2,1,operating,0,2,0
P6454,Binagadi-Keshla Oil Pipeline,2,2,1,operating,0,2,0
P6455,Siyazan-Baku Oil Pipeline,2,2,1,operating,0,2,0
P6456,Neft Dashlari-Baku Oil Pipeline,2,2,1,operating,0,2,0
P6457,Sabratha-Mellitah Condensate Pipeline,2,2,1,operating,0,2,0
P6481,Neft Dashlari-Baku Oil Pipeline,2,2,1,operating,0,2,0
P6482,Dashgil-Sangachal-Keshla Oil Pipeline,2,2,1,operating,0,2,0
P6483,Dashgil-Sangachal-Keshla Oil Pipeline,2,2,1,proposed,2,0,1
P6526,Seahawk Oil Pipeline,2,2,2,construction,2,0,1
P6527,Seahawk Oil Pipeline,2,2,2,construction,2,0,1
P7152,TL5 Oil Pipeline,2,2,1,operating,0,2,0
P7161,North Kuwait Oilfields Pipelines,2,2,1,proposed,0,2,0
P7164,North Kuwait-Mina Abdullah Oil Pipeline,2,2,1,operating,2,0,1
P7165,Kadma-Doha PS Oil Pipeline,2,2,1,operating,0,2,0
P7166,KADM-MF-CR181R Oil Pipeline,2,2,1,operating,0,2,0
P7167,MF-CPHMAA/CALM 21 Oil Pipeline,2,2,1,operating,0,2,0
P7168,MF-CR125L/MF-CR125R Oil Pipeline,2,2,1,operating,0,2,0
P7169,MF-GC27L/R/MF-TWK Oil Pipeline,2,2,1,operating,0,2,0
P7170,MF-GC28L/R/MF-TWK Oil Pipeline,2,2,1,operating,0,2,0
P7171,MF-NPP MS/CALM 20 Oil Pipeline,2,2,1,operating,0,2,0
P7172,MF-PointA/MF-CR119R Oil Pipeline,2,2,1,operating,0,2,0
P7173,MF-Ratqa1/SC-130 Oil Pipeline,2,2,1,operating,0,2,0
P7174,MF-T18/MF-TWK  Oil Pipeline,2,2,1,operating,0,2,0
P7175,MF-TB1/2/MF-CR088R  Oil Pipeline,2,2,1,operating,0,2,0
P7176,Point-A-KADMA Oil Pipeline,2,2,1,operating,0,2,0
P7177,Wafa-Burgan Oil Pipeline,2,2,1,operating,0,2,0
P7178,Khafji Ofshore- Khafji Onshore Oil Pipeline,2,2,1,operating,0,2,0
P7179,Khafji Ofshore- Khafji Onshore Oil Pipeline,2,2,1,operating,0,2,0
P7180,Khafji Ofshore- Khafji Onshore Oil Pipeline,2,2,1,operating,0,2,0
P7181,Khafji Ofshore- Khafji Onshore Oil Pipeline,2,2,1,operating,0,2,0
P7182,Wafa- Mab Oil Pipeline,2,2,1,operating,0,2,0
P7214,Bab-Habshan–Jebel Dhanna Oil Pipeline,2,2,1,operating,0,2,0
P7215,Bab-Habshan–Jebel Dhanna Oil Pipeline,2,2,1,operating,0,2,0
P7216,Bab-Habshan–Jebel Dhanna Oil Pipeline,2,2,1,operating,0,2,0
P7217,OGD-III & AGD-II - Ruwais Pipeline,2,2,1,operating,0,2,0
P7218,MP21-MPS Oil Pipeline,2,2,1,operating,0,2,0
P7221,BAB-Abu Dhabi Refinery Oil Pipeline,2,2,1,operating,0,2,0
P7223,Dhabbiya-BAB Oil Pipeline,2,2,1,operating,0,2,0
P7225,Mubarraz field-Mubarraz terminal Oil Pipeline,2,2,1,operating,0,2,0
P7226,Qushawira- Asab Oil Pipeline,2,2,1,operating,0,2,0
P7230,Rumaitha-Dhabbiya Oil Pipeline,2,2,1,operating,0,2,0
P7231,ABK-Das Island Oil Pipeline,2,2,1,operating,0,2,0
P7233,Sahil-ASAB Oil Pipeline,2,2,1,operating,0,2,0
P7234,Shah-ASAB Oil Pipeline,2,2,1,operating,0,2,0
P7235,BAB-MP21 Oil Pipeline,2,2,1,operating,0,2,0
P7236,BAB-MP21 Oil Pipeline,2,2,1,operating,0,2,0
P7237,ASAB-BAB Oil Pipeline,2,2,1,operating,0,2,0
P7238,Umm Shaif-Das Island oil pipeline,2,2,1,operating,0,2,0
P7239,Bu Hasa-MP21 Oil Pipeline,2,2,1,operating,0,2,0
P7240,Bu Hasa-MP21 Oil Pipeline,2,2,1,operating,0,2,0
P7242,Huwaila-Bu Hasa Oil Pipeline,2,2,1,operating,2,0,1
P7244,MP21-MPS Oil Pipeline,2,2,1,operating,0,2,0
P7261,AR Site Terminal- Mubarraz terminal Oil Pipeline,2,2,1,operating,0,2,0
P7264,Abu Dhabi Refinery-Mussaffah Oil Product Pipeline,2,2,1,operating,0,2,0
P7265,Abu Dhabi Refinery-Mussaffah Oil Product Pipeline,2,2,1,operating,0,2,0
P7281,Sepehr & Jofeir Oil Pipeline,2,2,1,operating,2,0,1
P7282,Goreh B-Genaveh Oil Pipeline,2,2,1,construction,2,0,1
P7283,Genaveh-Kharg Terminal Oil Pipeline,2,2,1,construction,2,0,1
P7289,Arzew–Chlef–Algiers LPG Pipeline,2,2,1,construction,0,2,0
P7290,Bir Rebaa North -Mesdar Oil Pipeline,2,2,1,operating,0,2,0
P7291,Rhaoude El Baguel- Mesdar Oil Pipeline,2,2,1,operating,0,2,0
P7292,In Amenas-Ohanet Oil Pipeline,2,2,1,construction,0,2,0
P7293,M'Sila-Bejaia Oil Pipeline,2,2,1,operating,0,2,0
P7294,Haoudh El Hamr-SP1 Bis Djmea Oil Piopeline,2,2,1,construction,0,2,0
